RAW DATA,lables
Object Oriented analysis,technical
frameworks,technical
Hibernate,Non technical
your career trajectory,technical
Spring Frameworks,technical
analytical & logical thinking,technical
Spring MVC,technical
JPA and Hibernate framework,technical
"""j2ee programming",technical
jpa,Non technical
spring mvc,technical
hibernate framework,technical
"
         Qualification",Non technical
B.E/,Non technical
B.Tech / MCA,Non technical
CPQ Salesforce Developement,technical
an active UAN,Non technical
Cloudsense and Salesforce CPQHands,technical
CloudSense Sales Console,technical
Cloudsense Solution Console,technical
Salesforce Administrator,technical
Java ScriptingForce.com,technical
IDE,technical
SOQL,Non technical
JIRA,Non technical
Heroku Salesforce,technical
self-starter,Non technical
"robust, quality software",technical
PM/Architect,Non technical
product defects,technical
timely solutions,Non technical
agile cross-functional team,technical
timelines,Non technical
assigned   REQUIRED QUALIFICATIONS,Non technical
SpringBoot Application,technical
automated unit tests,technical
algorithms,Non technical
continuous deployment,technical
service-based architectures,technical
secure coding practices,Non technical
methodologies,Non technical
Linux and Windows operating systems,technical
"Detail-oriented, quick learner",Non technical
problem solver,Non technical
Strong interpersonal communication skills,technical
Rancher,Non technical
Core Java,technical
Multithreading,Non technical
SpringBoot,Non technical
", SQL optimisation(s",technical
SQL Query Optimization(s,technical
Web Service APIs,technical
DevOps principles,technical
Bachelor’s degree,Non technical
SSL/TLS,Non technical
PKI,Non technical
interactive consumer data,technical
the UI,technical
a Node.js backend,technical
a high-performance and scalable product,technical
a minimal footprint,Non technical
data implementation specialists,technical
"advanced, elegant and efficient systems",technical
Javascript language,technical
HTML5,technical
JavaScript Development,technical
modern frameworks,technical
Fullstack paradigm,Non technical
secure RESTful-based web services,technical
XML,technical
JSON,Non technical
Javascript,technical
Proficiency,Non technical
Node.js,Non technical
RDBMS databases,Non technical
Javascript code,technical
JSON,Non technical
Javascripts,Non technical
caching levels,Non technical
memory DBs,Non technical
APIs development,technical
 Strong Technical Background REST API,technical
Microservices,Non technical
API Management / API Gateways products,technical
MuleSoft,technical
Apigee,Non technical
AWS,technical
Authentication Protocols,technical
JWT,Non technical
Data Logging,technical
Triaging,Non technical
Inbound Outbound requests,technical
validation,technical
the API solutions prototypes,technical
API Gateways fundamentals,technical
API Security,technical
Open API standards,technical
API testing tools,technical
SOAP UI,technical
reconciliation,technical
mechanisms design,technical
DevOps and Code versioning tools,technical
TeamCity,Non technical
Urban Deploy,technical
Git,technical
Jenkins,Non technical
API promotions,technical
CI/CD pipelines,Non technical
Splunk,Non technical
Customer Onboarding,technical
required authentication,Non technical
API's using respective client tools,technical
Requisition code,technical
core embedded development,technical
Industrial gateway,Non technical
device UI architecture,technical
embedded & Industrial IoT platform/ solution architecture,technical
MQTT,Non technical
MBTCP,Non technical
Modbus,Non technical
TCP,Non technical
Linux,technical
L2/L3,Non technical
Datacom,Non technical
Industrial IoT,technical
Dockers,Non technical
"conceptual, architectural documents",Non technical
Agile methodologies,technical
IoT Edge related architecture,technical
PoC,Non technical
 Team mentoring,Non technical
required skillset,Non technical
technical artifact,technical
refactoring,Non technical
static automated unit testing,technical
automated build,technical
deployment,technical
DevOps,technical
any blockers/ showstopper,Non technical
requirement gathering,Non technical
 Problem solving skills,Non technical
dependencies,Non technical
#NAME?,Non technical
TDD,Non technical
authentication,Non technical
OAuth) protocols,technical
Docker. JSP,Non technical
JSON,Non technical
XML,technical
Git/GitHub,Non technical
Java Core,technical
NoSQL,technical
Maven,Non technical
Git,technical
      Paradigm,Non technical
e.g. OOP,technical
"   ·      Architectural, Distributed and Design Patterns",technical
RDBMS,Non technical
NoSQL,technical
protocols,technical
conventions,Non technical
   ·      Back-End REST API development,technical
      RDBMS,Non technical
e.g.PostgreSQL,Non technical
OracleDB,Non technical
MSSQL,Non technical
MySQL,technical
Queues,Non technical
e.g. Kafka,technical
Google Pubsub,technical
Amazon Kinesis,technical
Amazon SQS,technical
GIT,technical
   ·      Docker,Non technical
   ·      Continuous Integration tools,technical
e.g. Jenkins,technical
      Build automation tools,technical
Gradle,Non technical
microservices solutions,Non technical
·      Troubleshooting,Non technical
profiling,Non technical
debugging,Non technical
   ·      Different delivery methodologies,technical
e.g. SCRUM,technical
Agile,technical
Kanban,Non technical
Refactoring,Non technical
      architectural and code review,technical
   ·      Proactive position,Non technical
PO,Non technical
architects,Non technical
QA,Non technical
stakeholders,Non technical
the product roadmap,technical
plannings,Non technical
estimations,Non technical
high coding standards,technical
highly testable and performant code,technical
your resumes,Non technical
Critical thinker,Non technical
potential pitfalls,technical
the codebase,Non technical
the acceptance criteria,Non technical
QA,Non technical
onsite and remote engineering teams,technical
clean reusable code,technical
constructive criticism,Non technical
actionable technical stories,technical
well-defined technical specifications,technical
backend engineers,technical
API and data requirements,technical
iOS apps,technical
concise documentation,technical
a strong familiarity,Non technical
Apple frameworks,technical
object-oriented design best practices,technical
A self-starter and fast learner,technical
Bachelor Degree,Non technical
Audio / BLE devices,Non technical
Fastlane CI/CD pipelines,Non technical
large-scale iOS apps,technical
codebases,Non technical
accurate task/project estimations,Non technical
an agile and fast-paced environment,technical
git,technical
the gitflow workflow,technical
Strong proficiency,Non technical
image processing algorithms,technical
Python/C++,Non technical
OpenCV,Non technical
Windows & Linux platform,technical
automated testing platforms,technical
Familiarity,Non technical
debug,Non technical
VSCode,Non technical
Proficient understanding,Non technical
code versioning tools,technical
SVN,Non technical
Redmine,Non technical
the agile software development approach,technical
Excellent analytical and problem-solving abilities,Non technical
Excellent verbal and written communication,technical
stakeholders,Non technical
build failures,Non technical
continuous integration,technical
continuous delivery tool,technical
Jenkins,Non technical
Crucible tool,technical
Confluence & parsec tool,technical
visually aesthetic user interfaces,technical
well-written documentation,technical
APIs,Non technical
bottlenecks,Non technical
the Angular framework,technical
JavaScript,technical
front-end interfaces,technical
UX/UI,Non technical
Good interpersonal skills,Non technical
Skills:- Javascript,technical
Redux/Flux,Non technical
Angular,Non technical
NodeJS,Non technical
Node.js,Non technical
algorithms,Non technical
computer science fundamentals,technical
